id,price
1,21350
2,69691
3,42950
4,31470
5,27495
6,23290
7,47995
8,29566
9,14550
10,11995
11,30000
12,26490
13,29995
14,24200
15,17350
16,13990
17,18998
18,31366
19,14990
20,20990
21,29745
22,12000
23,23850
24,20000
25,11390
26,20500
27,14950
28,12000
29,15441
30,35995
31,10500
32,17995
33,39990
34,18120
35,15500
36,13490
37,70990
38,8499
39,21495
40,22498
41,13499
42,17980
43,37990
44,29750
45,32495
46,21111
47,20771
48,21950
49,20680
50,22750
51,45990
52,19450
53,27975
54,17650
55,29995
56,15000
57,44490
58,20995
59,13500
60,27640
61,8199
62,23500
63,29990
64,57490
65,20990
66,19998
67,11949
68,17500
69,21422
70,26490
71,25499
72,14900
73,31995
74,14981
75,21500
76,33990
77,28495
78,21583
79,16490
80,20000
81,11798
82,18995
83,14180
84,24350
85,21995
86,34450
87,18182
88,12444
89,15250
90,38750
91,20000
92,18500
93,137500
94,16725
95,21995
96,14490
97,24500
98,20590
99,15300
100,11000
101,14399
102,47990
103,21650
104,12995
105,33950
106,20700
107,53990
108,13498
109,21998
110,17700
111,37900
112,13999
113,2895
114,17290
115,16970
116,22888
117,11700
118,66990
119,67000
120,16599
121,45595
122,14970
123,125000
124,7900
125,28376
126,15540
127,19990
128,16575
129,12500
130,22990
131,33500
132,37201
133,16998
134,28985
135,21920
136,29490
137,57995
138,32950
139,19990
140,22991
141,7500
142,29809
143,16998
144,15990
145,25449
146,19655
147,15999
148,18900
149,20495
150,10700
151,12995
152,23888
153,12691
154,26990
155,10850
156,37900
157,23900
158,21495
159,17900
160,12595
161,18495
162,10395
163,27990
164,25350
165,20990
166,26500
167,9995
168,40000
169,33950
170,14000
171,15800
172,22476
173,56950
174,19995
175,30500
176,17400
177,14450
178,21350
179,33490
180,7175
181,18395
182,30990
183,15290
184,10295
185,12995
186,17300
187,21900
188,29950
189,19600
190,22150
191,35990
192,17100
193,20498
194,31995
195,37950
196,3995
197,18400
198,19888
199,28990
200,22750
201,16948
202,12499
203,9000
204,20620
205,13290
206,24490
207,11200
208,17595
209,16999
210,18990
211,14490
212,34498
213,12595
214,19895
215,18950
216,17998
217,40991
218,15899
219,27444
220,33330
221,11000
222,20300
223,20998
224,10500
225,32981
226,14991
227,15990
228,7999
229,27900
230,21656
231,21000
232,18000
233,27990
234,28950
235,23000
236,21490
237,22500
238,10990
239,19990
240,9999
241,24990
242,27888
243,18990
244,16995
245,6195
246,23995
247,19995
248,12200
249,20798
250,13298
251,19995
252,51500
253,55990
254,31990
255,14998
256,31990
257,36990
258,13240
259,23450
260,18495
261,20400
262,49990
263,12495
264,28450
265,26995
266,30878
267,45000
268,10000
269,26450
270,18990
271,9313
272,25750
273,26125
274,16800
275,43395
276,24500
277,15500
278,52950
279,20992
280,26664
281,23377
282,19000
283,16505
284,29000
285,16698
286,20977
287,14500
288,37990
289,15699
290,54995
291,26000
292,23998
293,15998
294,21995
295,9495
296,9799
297,33990
298,33995
299,32250
300,25790
301,28320
302,18999
303,45000
304,37990
305,29991
306,18000
307,11800
308,14498
309,32950
310,9990
311,20995
312,33295
313,16400
314,12995
315,20000
316,20498
317,12490
318,25700
319,27990
320,17995
321,16650
322,13495
323,10999
324,17590
325,24990
326,10691
327,27005
328,13495
329,12313
330,55500
331,8275
332,14298
333,56894
334,51991
335,20640
336,22992
337,20990
338,14800
339,20990
340,22999
341,30950
342,25000
343,23250
344,26888
345,12950
346,12475
347,18696
348,10965
349,29000
350,15950
351,18998
352,24448
353,28000
354,43700
355,20900
356,22498
357,29990
358,25790
359,5500
360,18350
361,30350
362,27000
363,29930
364,56990
365,10920
366,29485
367,41995
368,33990
369,26888
370,14099
371,21990
372,21985
373,7500
374,19990
375,30719
376,16300
377,28995
378,25490
379,18800
380,37000
381,14495
382,25950
383,15567
384,29995
385,19900
386,20995
387,24490
388,26995
389,17600
390,26990
391,9880
392,13500
393,43541
394,45251
395,14599
396,13695
397,29995
398,22276
399,22990
400,7850
401,28990
402,11995
403,22400
404,15998
405,13797
406,22998
407,8995
408,43500
409,28500
410,18860
411,17995
412,15500
413,14998
414,29995
415,20690
416,11795
417,21995
418,37900
419,11990
420,17498
421,31450
422,17698
423,11490
424,24490
425,18290
426,22900
427,18500
428,29000
429,18350
430,26132
431,18495
432,24990
433,41990
434,26495
435,26950
436,27995
437,29970
438,31490
439,11950
440,13495
441,10990
442,51900
443,15498
444,6793
445,11000
446,21811
447,19998
448,13500
449,33750
450,27190
451,18690
452,27495
453,22950
454,39900
455,11795
456,16637
457,16998
458,27900
459,10990
460,20495
461,31950
462,22400
463,20992
464,133900
465,21162
466,18000
467,25999
468,10000
469,18990
470,13551
471,18381
472,37295
473,30950
474,18500
475,8497
476,16999
477,23990
478,14999
479,35990
480,33995
481,30490
482,11500
483,15500
484,12990
485,19490
486,32900
487,12195
488,11998
489,22200
490,28490
491,15998
492,21840
493,11250
494,21990
495,25750
496,19995
497,60000
498,23498
499,57895
500,21500
501,29400
502,10000
503,12690
504,26490
505,8795
506,18995
507,34950
508,18790
509,36888
510,15998
511,19995
512,32995
513,25998
514,19499
515,15498
516,26850
517,24980
518,22490
519,19795
520,25826
521,15990
522,13000
523,28498
524,27022
525,34990
526,22302
527,15525
528,13500
529,17490
530,26000
531,14990
532,39999
533,34490
534,24291
535,26444
536,18990
537,26300
538,19999
539,11491
540,15998
541,15490
542,15650
543,30991
544,20088
545,16498
546,15498
547,11800
548,33444
549,34000
550,17990
551,3750
552,35950
553,11559
554,28750
555,33900
556,21995
557,24991
558,22495
559,18000
560,28343
561,41950
562,26011
563,33990
564,17255
565,16595
566,36995
567,14000
568,11000
569,38480
570,45790
571,18500
572,20495
573,16496
574,19025
575,21990
576,29490
577,24995
578,12465
579,17990
580,31495
581,53870
582,15596
583,11299
584,11991
585,33990
586,39881
587,12995
588,18995
589,22990
590,43990
591,11499
592,26470
593,21880
594,19495
595,9789
596,26990
597,17400
598,24000
599,18490
600,21000
601,16850
602,15899
603,19685
604,37995
605,13450
606,25444
607,30000
608,17600
609,62900
610,15750
611,63912
612,32490
613,20995
614,29350
615,21946
616,23450
617,29898
618,23495
619,15450
620,9099
621,21950
622,15698
623,9799
624,19100
625,23490
626,27699
627,44500
628,22490
629,11498
630,21498
631,28498
632,52995
633,24990
634,16490
635,24400
636,11513
637,29990
638,22888
639,16995
640,27990
641,16495
642,23999
643,21450
644,26990
645,22995
646,19291
647,6990
648,29490
649,18495
650,21010
651,45000
652,28490
653,14700
654,25495
655,22999
656,23995
657,21950
658,21781
659,11300
660,21755
661,20682
662,29691
663,10999
664,17950
665,10999
666,26900
667,19500
668,16511
669,12802
670,14999
671,16990
672,14995
673,43000
674,20981
675,28795
676,20700
677,17498
678,10500
679,22491
680,18350
681,10799
682,9350
683,23444
684,18000
685,13995
686,14000
687,11700
688,21000
689,29698
690,10000
691,18160
692,26990
693,14729
694,22790
695,17491
696,46426
697,42000
698,9995
699,57000
700,13990
701,14991
702,7500
703,18640
704,49990
705,24990
706,26570
707,12799
708,19990
709,17698
710,16970
711,28190
712,24990
713,14691
714,31990
715,12999
716,32170
717,32495
718,17400
719,18750
720,26990
721,18192
722,17500
723,11991
724,28495
725,18940
726,13298
727,11495
728,31996
729,31995
730,34256
731,11950
732,7495
733,40970
734,14490
735,40444
736,16998
737,20700
738,13650
739,20595
740,12999
741,30995
742,13298
743,8499
744,20445
745,23421
746,30995
747,16300
748,22444
749,11490
750,24416
751,17798
752,16000
753,12425
754,18489
755,32990
756,24500
757,27950
758,15500
759,31000
760,31985
761,31252
762,12255
763,33400
764,28541
765,18298
766,5000
767,11496
768,19500
769,31888
770,24990
771,27991
772,23750
773,14500
774,13995
775,23798
776,19790
777,22798
778,12995
779,26990
780,42888
781,59450
782,23992
783,15499
784,36000
785,10250
786,20990
787,22888
788,15995
789,52950
790,17591
791,17495
792,10990
793,21250
794,19990
795,7990
796,45995
797,23500
798,20450
799,22650
800,17990
801,7000
802,23499
803,28990
804,23995
805,23490
806,21286
807,30210
808,32990
809,39990
810,42500
811,12000
812,24750
813,16985
814,17298
815,32850
816,13300
817,12950
818,20995
819,23995
820,10950
821,16295
822,22000
823,21490
824,8395
825,29896
826,19995
827,34950
828,21950
829,8499
830,41880
831,38444
832,13898
833,20500
834,21291
835,17490
836,27985
837,21374
838,26880
839,27900
840,20290
841,5995
842,13995
843,11995
844,18350
845,19000
846,9691
847,28350
848,27990
849,19950
850,17100
851,22991
852,18995
853,29498
854,19400
855,15999
856,27495
857,7295
858,21995
859,26500
860,21995
861,19998
862,53000
863,12498
864,9547
865,21490
866,49950
867,18990
868,33560
869,32950
870,28500
871,26325
872,35995
873,15990
874,22950
875,15998
876,23575
877,41719
878,10379
879,11799
880,16995
881,15498
882,33075
883,15199
884,14840
885,63000
886,15990
887,8770
888,30000
889,22995
890,16250
891,17495
892,18498
893,12290
894,12200
895,26990
896,11795
897,20746
898,10995
899,32990
900,16950
901,14600
902,17954
903,22990
904,20999
905,21944
906,16300
907,14995
908,26500
909,23950
910,42950
911,31500
912,24000
913,28500
914,29890
915,10972
916,11990
917,17000
918,14500
919,8488
920,18998
921,17495
922,18300
923,18290
924,16000
925,11400
926,25000
927,9999
928,31270
929,16950
930,14995
931,19450
932,13799
933,11995
934,19485
935,23788
936,31990
937,17325
938,24480
939,9690
940,51000
941,19300
942,17500
943,29950
944,13100
945,11000
946,36995
947,13991
948,14500
949,18444
950,14995
951,24000
952,27999
953,32881
954,14990
955,17995
956,26100
957,18000
958,19000
959,35000
960,15940
961,13999
962,14788
963,11295
964,25990
965,30000
966,17400
967,35131
968,35490
969,31000
970,15495
971,32576
972,54990
973,52985
974,16495
975,21990
976,19500
977,36990
978,14899
979,14498
980,35490
981,15490
982,32990
983,16995
984,45990
985,37990
986,16950
987,21950
988,24995
989,35000
990,20990
991,27995
992,36990
993,26800
994,21999
995,34496
996,20250
997,16800
998,18995
999,18195
1000,17992
1001,11980
1002,15998
1003,20444
1004,16499
1005,13000
1006,20500
1007,12950
1008,22000
1009,25400
1010,17950
1011,52950
1012,11602
1013,27990
1014,16690
1015,12710
1016,18498
1017,19495
1018,13250
1019,20000
1020,66990
1021,22450
1022,18995
1023,26495
1024,30000
1025,22000
1026,20450
1027,15500
1028,23500
1029,17940
1030,10490
1031,17445
1032,13490
1033,31880
1034,16498
1035,31425
1036,125000
1037,19499
1038,24444
1039,16295
1040,17490
1041,9990
1042,29985
1043,50000
1044,29290
1045,11500
1046,31990
1047,30600
1048,29990
1049,11998
1050,11850
1051,66950
1052,24000
1053,24998
1054,10498
1055,13250
1056,24425
1057,57990
1058,18990
1059,21490
1060,14000
1061,22000
1062,6995
1063,13995
1064,15699
1065,16950
1066,13975
1067,15400
1068,2995
1069,19698
1070,18990
1071,18500
1072,29990
1073,52888
1074,18900
1075,16000
1076,11698
1077,13600
1078,16730
1079,14810
1080,14995
1081,20190
1082,27000
1083,24445
1084,9995
1085,31000
1086,24985
1087,19445
1088,13250
1089,19490
1090,8999
1091,26295
1092,28990
1093,21950
1094,14995
1095,47850
1096,20500
1097,21000
1098,31499
1099,12000
1100,17990
1101,12900
1102,14990
1103,29950
1104,19998
1105,32990
1106,10695
1107,38990
1108,12699
1109,17000
1110,9261
1111,25990
1112,9000
1113,25946
1114,26450
1115,26490
1116,12990
1117,31324
1118,38490
1119,21990
1120,23985
1121,11995
1122,11295
1123,14750
1124,14299
1125,3980
1126,13350
1127,28000
1128,19801
1129,10930
1130,16300
1131,14998
1132,14500
1133,17498
1134,6995
1135,11679
1136,29500
1137,15965
1138,23990
1139,13400
1140,23981
1141,49000
1142,21690
1143,56400
1144,3490
1145,34922
1146,17920
1147,19995
1148,19498
1149,32444
1150,35991
1151,10990
1152,13100
1153,23499
1154,6500
1155,21995
1156,15052
1157,20850
1158,31500
1159,21644
1160,21115
1161,19200
1162,17992
1163,26750
1164,8695
1165,28970
1166,37980
1167,20480
1168,7800
1169,36950
1170,22900
1171,18000
1172,23490
1173,11950
1174,11107
1175,29850
1176,47850
1177,19498
1178,49490
1179,17599
1180,31500
1181,16485
1182,16600
1183,36989
1184,10420
1185,26995
1186,27442
1187,32991
1188,22000
1189,29450
1190,20499
1191,9990
1192,18698
1193,8291
1194,9912
1195,16792
1196,10995
1197,15710
1198,17250
1199,11698
1200,2490
1201,21500
1202,25000
1203,20495
1204,24495
1205,6990
1206,17544
1207,21000
1208,24440
1209,21990
1210,24990
1211,19790
1212,23232
1213,31400
1214,13680
1215,23490
1216,16749
1217,15988
1218,23990
1219,27000
1220,12484
1221,20000
1222,9992
1223,22711
1224,21251
1225,13998
1226,35500
1227,15999
1228,25888
1229,23998
1230,18425
1231,12750
1232,31990
1233,19950
1234,10985
1235,29000
1236,16990
1237,18995
1238,15250
1239,4999
1240,25000
1241,17490
1242,9400
1243,28990
1244,17498
1245,8999
1246,36850
1247,19650
1248,12499
1249,20990
1250,16995
1251,39990
1252,22995
1253,26846
1254,18962
1255,11210
1256,19196
1257,31600
1258,27490
1259,22420
1260,21750
1261,13500
1262,19800
1263,18781
1264,13498
1265,10498
1266,14383
1267,24990
1268,26950
1269,9980
1270,45450
1271,20890
1272,27990
1273,18600
1274,11644
1275,21500
1276,39945
1277,22000
1278,35850
1279,24290
1280,12000
1281,12800
1282,22495
1283,26490
1284,25498
1285,21691
1286,53000
1287,10470
1288,20000
1289,20495
1290,25995
1291,14190
1292,31990
1293,11295
1294,17490
1295,12800
1296,25489
1297,12750
1298,19400
1299,15999
1300,6990
1301,15770
1302,20996
1303,19000
1304,10495
1305,35698
1306,29990
1307,13000
1308,9999
1309,14380
1310,16490
1311,26985
1312,31950
1313,34998
1314,8990
1315,17000
1316,14100
1317,14900
1318,16950
1319,13250
1320,17996
1321,16750
1322,23000
1323,23500
1324,19647
1325,13110
1326,33444
1327,22950
1328,33500
1329,12990
1330,21990
1331,11399
1332,21500
1333,18998
1334,35490
1335,23500
1336,9190
1337,25900
1338,25995
1339,31985
1340,36888
1341,12495
1342,12995
1343,30995
1344,14799
1345,22950
1346,38950
1347,17900
1348,27490
1349,9020
1350,16990
1351,22990
1352,18498
1353,14750
1354,31000
1355,53490
1356,7490
1357,19752
1358,40000
1359,49990
1360,21995
1361,10790
1362,34995
1363,32990
1364,29990
1365,3195
1366,35995
1367,37990
1368,49865
1369,19999
1370,13491
1371,48950
1372,22000
1373,25450
1374,20344
1375,13198
1376,16000
1377,30900
1378,11699
1379,13800
1380,17750
1381,14995
1382,44990
1383,12999
1384,18000
1385,15496
1386,11500
1387,44880
1388,6795
1389,14790
1390,30500
1391,27761
1392,8900
1393,18350
1394,17321
1395,27881
1396,15490
1397,31450
1398,25490
1399,41995
1400,10202
1401,14995
1402,12798
1403,42970
1404,18896
1405,46000
1406,23286
1407,16490
1408,22750
1409,15700
1410,11137
1411,59450
1412,14391
1413,29500
1414,13495
1415,29990
1416,30990
1417,45995
1418,26990
1419,6875
1420,23990
1421,22261
1422,9350
1423,12560
1424,29888
1425,11995
1426,9800
1427,21450
1428,22059
1429,9750
1430,23888
1431,24490
1432,15495
1433,14998
1434,30500
1435,23400
1436,18202
1437,20026
1438,14959
1439,15300
1440,13990
1441,19498
1442,19900
1443,27900
1444,54500
1445,9495
1446,36998
1447,19500
1448,9990
1449,21965
1450,24975
1451,51895
1452,9990
1453,32995
1454,12201
1455,11300
1456,9395
1457,22250
1458,20000
1459,25995
1460,15450
1461,17495
1462,61700
1463,21995
1464,37844
1465,31490
1466,18499
1467,21990
1468,21499
1469,49981
1470,22690
1471,21500
1472,11000
1473,11995
1474,20000
1475,37000
1476,21699
1477,17988
1478,27500
1479,35995
1480,18995
1481,17780
1482,13766
1483,17990
1484,9790
1485,19990
1486,20000
1487,10999
1488,28990
1489,43900
1490,29995
1491,18995
1492,13490
1493,29990
1494,28990
1495,17175
1496,26990
1497,29995
1498,17450
1499,13000
1500,17975
1501,22450
1502,19950
1503,27900
1504,45000
1505,16222
1506,32490
1507,14399
1508,14490
1509,48490
1510,17400
1511,18995
1512,10995
1513,21432
1514,12360
1515,16600
1516,29490
1517,21965
1518,33500
1519,26990
1520,57888
1521,13490
1522,19700
1523,20000
1524,31990
1525,27495
1526,9999
1527,37995
1528,20991
1529,28770
1530,23990
1531,18990
1532,26295
1533,10500
1534,18401
1535,33990
1536,14995
1537,14795
1538,26490
1539,22500
1540,30985
1541,49990
1542,17000
1543,29444
1544,12000
1545,18400
1546,23490
1547,14990
1548,17997
1549,16465
1550,21499
1551,12575
1552,22950
1553,38990
1554,21999
1555,25490
1556,24444
1557,21500
1558,19400
1559,10991
1560,13995
1561,7793
1562,27994
1563,26500
1564,20500
1565,21650
1566,13688
1567,27490
1568,42500
1569,10000
1570,13450
1571,17931
1572,11400
1573,19298
1574,19998
1575,23995
1576,43950
1577,18442
1578,32900
1579,15465
1580,12491
1581,46000
1582,16798
1583,34470
1584,12700
1585,14750
1586,35200
1587,25990
1588,17000
1589,14690
1590,20490
1591,14698
1592,12995
1593,31495
1594,18800
1595,23690
1596,16950
1597,14795
1598,26995
1599,24000
1600,31600
1601,18896
1602,17888
1603,20900
1604,16449
1605,12399
1606,18500
1607,14990
1608,22991
1609,29950
1610,12995
1611,20990
1612,14450
1613,5995
1614,16200
1615,16700
1616,11199
1617,22498
1618,30950
1619,64990
1620,6475
1621,17998
1622,12400
1623,13690
1624,11995
1625,17000
1626,34990
1627,23990
1628,27900
1629,21495
1630,15500
1631,27500
1632,19998
1633,22941
1634,15650
1635,7869
1636,32500
1637,24990
1638,50000
1639,19712
1640,18350
1641,10990
1642,16700
1643,17998
1644,21490
1645,16440
1646,13454
1647,13950
1648,10175
1649,10495
1650,22970
1651,22849
1652,17990
1653,54995
1654,26995
1655,15950
1656,15141
1657,26000
1658,17999
1659,26990
1660,12990
1661,10795
1662,18298
1663,21000
1664,34259
1665,21444
1666,26500
1667,17990
1668,30970
1669,59500
1670,33999
1671,16131
1672,23250
1673,24444
1674,20450
1675,13999
1676,25420
1677,11990
1678,25400
1679,13995
1680,22490
1681,23995
1682,33000
1683,16800
1684,10995
1685,31490
1686,19999
1687,41500
1688,15997
1689,12795
1690,28490
1691,16000
1692,15998
1693,21990
1694,129000
1695,20995
1696,38695
1697,20000
1698,29000
1699,20990
1700,33990
1701,22285
1702,13995
1703,27400
1704,16900
1705,38900
1706,29995
1707,27000
1708,10498
1709,11000
1710,22000
1711,8495
1712,16995
1713,21490
1714,15995
1715,16989
1716,51995
1717,22986
1718,31900
1719,20450
1720,18990
1721,27992
1722,34496
1723,22400
1724,24946
1725,32444
1726,27390
1727,45800
1728,28500
1729,35995
1730,16000
1731,18250
1732,23990
1733,10200
1734,9450
1735,20000
1736,35850
1737,62990
1738,32788
1739,14498
1740,27991
1741,22500
1742,11990
1743,65000
1744,18440
1745,9496
1746,19995
1747,20000
1748,15995
1749,21500
1750,26995
1751,31700
1752,25082
1753,12000
1754,47895
1755,17995
1756,5995
1757,52850
1758,15601
1759,15900
1760,16485
1761,17995
1762,47500
1763,13995
1764,43990
1765,32444
1766,51990
1767,13998
1768,20000
1769,28490
1770,17000
1771,16996
1772,24450
1773,16990
1774,22990
1775,19950
1776,11484
1777,22950
1778,15965
1779,13990
1780,20400
1781,26990
1782,18495
1783,10249
1784,13500
1785,38995
1786,3995
1787,37444
1788,18998
1789,33990
1790,13700
1791,33444
1792,34990
1793,21995
1794,13990
1795,15499
1796,8995
1797,33930
1798,31720
1799,35995
1800,47000
1801,36990
1802,17352
1803,8490
1804,23490
1805,17300
1806,48500
1807,17990
1808,9599
1809,13985
1810,13998
1811,18979
1812,44990
1813,13995
1814,44991
1815,10495
1816,35995
1817,20000
1818,25480
1819,32499
1820,10295
1821,17995
1822,5495
1823,11750
1824,15399
1825,10879
1826,16990
1827,20990
1828,14998
1829,29991
1830,12000
1831,29995
1832,11250
1833,59000
1834,9990
1835,17798
1836,23692
1837,12495
1838,31288
1839,17190
1840,20990
1841,15700
1842,69995
1843,46400
1844,24990
1845,22750
1846,14355
1847,3495
1848,28900
1849,10399
1850,23490
1851,21800
1852,9193
1853,19995
1854,12999
1855,19698
1856,12291
1857,10994
1858,21450
1859,24720
1860,20999
1861,10899
1862,22950
1863,15998
1864,12499
1865,48000
1866,24675
1867,18995
1868,13490
1869,13498
1870,14290
1871,21226
1872,10000
1873,22990
1874,31265
1875,34950
1876,21500
1877,15990
1878,24990
1879,23880
1880,15698
1881,21495
1882,12000
1883,11210
1884,35490
1885,39995
1886,33990
1887,15920
1888,16999
1889,53750
1890,61490
1891,28990
1892,14298
1893,20990
1894,13990
1895,34991
1896,23995
1897,14995
1898,31695
1899,30995
1900,12475
1901,22000
1902,19688
1903,9397
1904,35490
1905,15075
1906,17490
1907,13000
1908,32490
1909,19699
1910,21450
1911,28000
1912,21880
1913,13500
1914,22888
1915,10000
1916,12400
1917,12599
1918,17000
1919,35995
1920,9415
1921,9995
1922,33498
1923,17980
1924,17990
1925,18300
1926,22300
1927,22495
1928,23998
1929,59996
1930,18990
1931,24950
1932,18000
1933,24698
1934,15990
1935,32500
1936,20999
1937,9990
1938,17397
1939,32881
1940,17998
1941,19298
1942,18300
